date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:55	143488/143488	---M--	200	added ('OK')	image/webp	etag:%226a9c59ff71f96841ca7bba2a59858a2b%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755792865999_fundo-story-1.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755792865999_fundo-story-1.png36d1.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:56	183502/183502	---M--	200	added ('OK')	image/webp	etag:%22a922eee8eda0c90e1dbfb21f06c3902c%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755794525887_fundo-da-pagina-2.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755794525887_fundo-da-pagina-2.png36d1.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:57	221526/221526	---M--	200	added ('OK')	image/webp	etag:%22e0087c4ff24dcda159582c84a061bd6b%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755810437388_prt.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755810437388_prt.png36d1.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:57	57752/57752	---M--	200	added ('OK')	image/webp	etag:%2203d8e1f6eb3b61a8a807266a49f4df13%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_SELO-GARANTIA--4hs0g.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_SELO-GARANTIA--4hs0g.png630b.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:58	122814/122814	---M--	200	added ('OK')	image/webp	etag:%22216afcd83b447470ddb1d76470aebf01%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755863473990_checkout-1.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755863473990_checkout-1.png36d1.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:58	2530/2530	---M--	200	added ('OK')	image/webp	etag:%22ea9d38ed2b1697de2816537fafd3cc9a%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1706276205221_paymentsmethods.webp.webp?alt=media&token=vtk_skdQivcu7ggWloPIOHG0NDuJ5i83	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1706276205221_paymentsmethods.webpf00f.webp	(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:54:59	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:54:59%20GMT	https://firebasestorage.googleapis.com/robots.txt		(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:55:01	107274/107274	---M--	200	added ('OK')	image/webp	etag:%22d60924885770a5f399218b4b89d82568%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755779130501_fundo-da-pagina.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755779130501_fundo-da-pagina.png36d1.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:01	5422/5422	---M--	200	added ('OK')	image/webp	etag:%22b482d89d254ede354bf2f89c68c03400%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1706568793609_fundo-total-infosec.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1706568793609_fundo-total-infosec.png36d1.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:02	209740/209740	---M--	200	added ('OK')	image/webp	etag:%227de6f24cdcdc4367cdcbdf5baa3d3769%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755781579190_fundo-da-pagina-1.png.webp?alt=media&token=vtk_T5hCqjMEtcVA2XAkBCbJzlYVAEO2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1755781579190_fundo-da-pagina-1.png36d1.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:02	238/238	---M--	200	added ('OK')	image/webp	etag:%22b2f6ba4762e234c08fe06e1265c97f0b%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700230418823_bgpattern1.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700230418823_bgpattern1.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:03	33008/33008	---M--	200	added ('OK')	image/webp	etag:%22effa3b5bc38810927b057c526a25474c%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700248795332_polotno-3.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700248795332_polotno-3.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:04	17028/17028	---M--	200	added ('OK')	image/webp	etag:%22527027ef9393df4286ae4bc964b197a8%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1697633324695_mapbg.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1697633324695_mapbg.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:05	71480/71480	---M--	200	added ('OK')	image/webp	etag:%22b45fe4209b06a6d88d943df83038bedd%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1696533712052_abstract-hexagons-gray-backdrop-3d-rendering-geometric-polygons-.jpg.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1696533712052_abstract-hexagons-gray-backdrop-3d-rendering-geometric-polygons-.jpg630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:05	166756/166756	---M--	200	added ('OK')	image/webp	etag:%224b55e3ff25e84f7c1ff86e8f01d65e9f%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_funfact-bg--eopqo.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_funfact-bg--eopqo.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:06	35232/35232	---M--	200	added ('OK')	image/webp	etag:%229a802db3ceb0a3c325897bb21de8db7a%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1697478959407_bgimg1.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1697478959407_bgimg1.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:06	8864/8864	---M--	200	added ('OK')	image/webp	etag:%22136e40524509c7fc7eb33fa56cda3818%22	https://firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700167295204_polotno-2.png.webp?alt=media&token=vtk_2cPU2osrb2W5xFXjUtiqDXmmYXj2	C:/Meus%20Sites/pirata%20do%20digital/firebasestorage.googleapis.com/v0/b/voltk-homologacao.appspot.com/o/compressed_1700167295204_polotno-2.png630b.webp	(from https://piratadigital.com.br/style.css?rand=6a9fc51459857eb5)
21:55:07	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:07%20GMT	https://piratadigital.com.br/signals/config/	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:07	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:07%20GMT	https://piratadigital.com.br/a	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/a.17.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:07	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:07%20GMT	https://piratadigital.com.br/POST	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/POST	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:07	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:07%20GMT	https://piratadigital.com.br/b.resolvedLink	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:07	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:07%20GMT	https://piratadigital.com.br/signals/plugins/	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:08	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:08%20GMT	https://piratadigital.com.br/d	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/d	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:08	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:08%20GMT	https://piratadigital.com.br/schema.org/	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:08	28968/28968	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20Aug%202025%2001:23:42%20GMT	https://piratadigital.com.br/	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:08	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:08%20GMT	https://piratadigital.com.br/signals/iwl.js	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:08	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:08%20GMT	https://piratadigital.com.br/signals/iwl.js?pixel_id=	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:09	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:09%20GMT	https://piratadigital.com.br/c.dl	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:09	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Sep%202025%2000:55:09%20GMT	https://piratadigital.com.br/c.rl	C:/Meus%20Sites/pirata%20do%20digital/piratadigital.com.br/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
21:55:09	2241/2241	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jul%202025%2008:28:24%20GMT	https://unpkg.com/lightslider@1.1.6/dist/img/controls.png	C:/Meus%20Sites/pirata%20do%20digital/unpkg.com/lightslider@1.1.6/dist/img/controls.png	(from https://unpkg.com/lightslider@1.1.6/dist/css/lightslider.css)
21:55:11	407971/407971	---MCZ	200	added ('OK')	text/plain	date:Tue,%2002%20Sep%202025%2000:55:10%20GMT	https://lastlink.com/robots.txt		(from https://piratadigital.com.br/?fbclid=PAdGRjcAMbQc5leHRuA2FlbQIxMQABp-ajSz7AodUqXAwH3nSN1kLxraDoM3E90MYvw_Ruh7GxxBHcEX-xdiawdMQo_aem_mgvb_oWbBROUTRiaH_ii-g)
21:55:11	11628/11628	---M-Z	200	added ('OK')	application/javascript	etag:%2252C060EEE9AF31AD4AEEB21D96F5A767%22	https://s1.kwai.net/kos/s101/nlav11187/pixel/events.js	C:/Meus%20Sites/pirata%20do%20digital/s1.kwai.net/kos/s101/nlav11187/pixel/events.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:12	11628/11628	---M-Z	200	added ('OK')	application/javascript	etag:%2252C060EEE9AF31AD4AEEB21D96F5A767%22	https://s1.kwai.net/kos/s101/nlav11187/pixel/events.js?sdkid=	C:/Meus%20Sites/pirata%20do%20digital/s1.kwai.net/kos/s101/nlav11187/pixel/events81f7.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:12	191709/191709	---M--	200	added ('OK')	image/jpeg	etag:%2236f47257e9934d5c035690460ffa77fc%22	https://lastlink-community-prod.s3.amazonaws.com/c8add959-b277-44ad-9a80-f96eb21a0b50/21849b5c-ff88-4c2e-bb29-5c69c13c9f2b.jpg?AWSAccessKeyId=AKIAZ6FBMHSUMCKEHQDE&Expires=1756777495&Signature=kovVux0VxdjLijOhZUDIWfi9bms%3D	C:/Meus%20Sites/pirata%20do%20digital/lastlink-community-prod.s3.amazonaws.com/c8add959-b277-44ad-9a80-f96eb21a0b50/21849b5c-ff88-4c2e-bb29-5c69c13c9f2bbf8e.jpg	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:12	7664/7664	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Sep%202025%2000:55:12%20GMT	https://analytics.tiktok.com/i18n/pixel/events.js	C:/Meus%20Sites/pirata%20do%20digital/analytics.tiktok.com/i18n/pixel/events.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:12	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Meus%20Sites/pirata%20do%20digital/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:13	545935/545935	---MCZ	200	added ('OK')	text/css	etag:W/%2268ac74e4-8548f%22	https://lastlink.com/p/styles.65103041a464ce24.css	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/styles.65103041a464ce24.css	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:14	2937/2937	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ac74e4-b79%22	https://lastlink.com/p/runtime.b83fc9f97fc8d3b2.js	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/runtime.b83fc9f97fc8d3b2.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:14	73431/73431	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ac74e4-11ed7%22	https://lastlink.com/p/polyfills.bc110454b5c28140.js	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/polyfills.bc110454b5c28140.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:15	538/538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ac74e4-21a%22	https://lastlink.com/p/success.bb6a8b035fe9e93d.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/success.bb6a8b035fe9e93d.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:15	1220027/1220027	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ac74e4-129dbb%22	https://lastlink.com/p/main.940aad7b4591d884.js	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/main.940aad7b4591d884.js	(from https://lastlink.com/p/CA3A67855/checkout-payment/)
21:55:15	1371/1371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ac74e4-55b%22	https://lastlink.com/p/warning.dc988d64f057ded8.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/warning.dc988d64f057ded8.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:15	727/727	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ac74e4-2d7%22	https://lastlink.com/p/info.e2fb38b92b32df68.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/info.e2fb38b92b32df68.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:16	1131/1131	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268ac74e4-46b%22	https://lastlink.com/p/error.e0624b55c1277a01.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/error.e0624b55c1277a01.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:16	208/208	---M--	200	added ('OK')	image/svg+xml	etag:%2268ac74e4-d0%22	https://lastlink.com/p/select-arrow.47f9ea6ba7aaea19.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/select-arrow.47f9ea6ba7aaea19.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:16	212/212	---M--	200	added ('OK')	image/svg+xml	etag:%2268ac74e4-d4%22	https://lastlink.com/p/down-arrow.6cad7b27e59924cf.svg	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/down-arrow.6cad7b27e59924cf.svg	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:16	49195/49195	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2000:55:16%20GMT	https://lastlink.com/p/fontawesome-webfont.2b13baa7dd4f54c9.eot?v=4.7.0	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/fontawesome-webfont.2b13baa7dd4f54c93e6e.html	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:17	49195/49195	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2000:55:17%20GMT	https://lastlink.com/p/fontawesome-webfont.e9955780856cf8aa.woff2?v=4.7.0	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/fontawesome-webfont.e9955780856cf8aa3e6e.html	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:17	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2268ac74e4-2876e%22	https://lastlink.com/p/fontawesome-webfont.2b13baa7dd4f54c9.eot?	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/fontawesome-webfont.2b13baa7dd4f54c9d41d.eot	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:17	49195/49195	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2000:55:17%20GMT	https://lastlink.com/p/fontawesome-webfont.cf011583fb81df9f.woff?v=4.7.0	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/fontawesome-webfont.cf011583fb81df9f3e6e.html	(from https://lastlink.com/p/styles.65103041a464ce24.css)
21:55:18	49195/49195	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2000:55:17%20GMT	https://lastlink.com/p/fontawesome-webfont.8a7cb27d142e3e19.ttf?v=4.7.0	C:/Meus%20Sites/pirata%20do%20digital/lastlink.com/p/fontawesome-webfont.8a7cb27d142e3e193e6e.html	(from https://lastlink.com/p/styles.65103041a464ce24.css)
